,customerid,recency,frequency,monetary,avg_order_value,total_items,items_per_order
96,12463,53,4,1344.78,336.195,776,194.0
97,12464,10,8,1212.05,151.50625,112,14.0
98,12465,17,2,742.19,371.095,479,239.5
99,12468,188,2,729.54,364.77,366,183.0
100,12471,2,30,19788.65,659.6216666666667,8200,273.3333333333333
101,12472,32,7,6572.11,938.8728571428571,4148,592.5714285714286
102,12473,29,5,3928.05,785.61,2414,482.8
103,12474,17,18,7324.09,406.8938888888889,4833,268.5
104,12475,54,1,723.38,723.38,535,535.0
105,12476,16,11,6816.42,619.6745454545454,2408,218.9090909090909
106,12477,23,6,13219.74,2203.29,3653,608.8333333333334
107,12478,4,1,680.99,680.99,236,236.0
108,12479,11,1,527.2,527.2,385,385.0
109,12480,28,4,3281.63,820.4075,1707,426.75
110,12481,23,10,5579.82,557.982,3294,329.4
111,12483,17,8,2484.98,310.6225,1110,138.75
112,12484,33,6,4527.32,754.5533333333333,2187,364.5
113,12488,10,3,1298.66,432.8866666666667,529,176.33333333333334
114,12489,336,1,334.93,334.93,105,105.0
115,12490,5,10,5417.93,541.793,3064,306.4
116,12491,39,1,460.40000000000003,460.40000000000003,260,260.0
117,12492,63,2,263.21000000000004,131.60500000000002,192,96.0
118,12493,166,2,433.74,216.87,207,103.5
119,12494,16,7,1246.1,178.0142857142857,707,101.0
120,12497,82,1,1043.1,1043.1,1236,1236.0
121,12498,21,3,403.70000000000005,134.5666666666667,159,53.0
122,12500,23,11,4257.82,387.07454545454544,2678,243.45454545454547
123,12501,337,1,2169.39,2169.39,1783,1783.0
124,12502,96,5,3723.87,744.774,820,164.0
125,12504,18,2,482.04999999999995,241.02499999999998,90,45.0
126,12506,233,1,73.5,73.5,23,23.0
127,12507,134,3,1304.81,434.93666666666667,894,298.0
128,12508,26,2,397.88,198.94,271,135.5
129,12509,284,1,176.5,176.5,55,55.0
130,12510,143,2,982.5699999999999,491.28499999999997,353,176.5
131,12512,66,2,132.18,66.09,96,48.0
132,12513,113,1,612.29,612.29,462,462.0
133,12514,267,1,1017.6800000000001,1017.6800000000001,440,440.0
134,12515,353,1,383.7,383.7,131,131.0
135,12516,78,2,1312.06,656.03,875,437.5
136,12517,28,5,2481.6,496.32,1361,272.2
137,12518,1,5,2056.89,411.378,1318,263.6
138,12519,64,1,330.84000000000003,330.84000000000003,175,175.0
139,12520,79,5,2634.26,526.8520000000001,1439,287.8
140,12521,143,1,599.68,599.68,309,309.0
141,12522,39,2,192.72,96.36,194,97.0
142,12523,19,11,1789.77,162.70636363636365,865,78.63636363636364
143,12524,9,8,4485.72,560.715,3699,462.375
144,12526,1,3,1316.66,438.8866666666667,632,210.66666666666666
145,12527,82,3,348.71000000000004,116.23666666666668,234,78.0
146,12528,9,6,1933.48,322.24666666666667,756,126.0
147,12530,60,4,1662.28,415.57,913,228.25
148,12531,15,1,125.22,125.22,45,45.0
149,12532,30,1,349.83000000000004,349.83000000000004,153,153.0
150,12534,131,1,1089.18,1089.18,651,651.0
151,12535,92,2,716.35,358.175,219,109.5
152,12536,43,3,12601.830000000002,4200.610000000001,2803,934.3333333333334
153,12538,29,1,363.95,363.95,191,191.0
154,12539,22,4,5568.35,1392.0875,2067,516.75
155,12540,20,17,13400.24,788.2494117647059,6685,393.2352941176471
156,12541,30,3,981.18,327.06,680,226.66666666666666
157,12544,36,1,372.7,372.7,136,136.0
158,12545,75,2,1000.39,500.195,523,261.5
159,12546,47,2,1161.5,580.75,633,316.5
160,12547,198,2,207.8,103.9,134,67.0
161,12548,166,1,95.19999999999999,95.19999999999999,49,49.0
162,12550,79,1,964.83,964.83,569,569.0
163,12551,358,1,168.0,168.0,100,100.0
164,12552,39,2,437.82,218.91,88,44.0
165,12553,8,10,3692.28,369.228,1965,196.5
166,12556,50,2,599.56,299.78,355,177.5
167,12557,16,5,11990.960000000001,2398.192,4384,876.8
168,12558,8,1,269.96,269.96,196,196.0
169,12559,311,2,561.71,280.855,283,141.5
170,12560,5,3,2134.01,711.3366666666667,1110,370.0
171,12561,303,1,238.85,238.85,177,177.0
172,12562,8,7,3781.7400000000002,540.2485714285715,1779,254.14285714285714
173,12564,261,1,456.90000000000003,456.90000000000003,133,133.0
174,12565,289,1,145.92000000000002,145.92000000000002,80,80.0
175,12566,86,1,351.65,351.65,265,265.0
176,12567,23,10,9401.28,940.128,4305,430.5
177,12569,2,32,4124.6900000000005,128.89656250000002,1801,56.28125
178,12571,40,2,519.61,259.805,523,261.5
179,12572,9,2,1020.4200000000001,510.21000000000004,452,226.0
180,12573,227,1,160.54000000000002,160.54000000000002,84,84.0
181,12574,316,1,218.45000000000002,218.45000000000002,61,61.0
182,12576,36,5,1315.83,263.166,967,193.4
183,12577,35,3,626.6,208.86666666666667,469,156.33333333333334
184,12578,21,2,2794.51,1397.255,1196,598.0
185,12579,78,1,440.42,440.42,285,285.0
186,12580,247,1,415.7,415.7,238,238.0
187,12581,40,1,197.71,197.71,161,161.0
188,12582,239,2,511.36,255.68,300,150.0
189,12583,3,15,7281.38,485.42533333333336,5060,337.3333333333333
190,12584,4,9,2338.15,259.7944444444445,416,46.22222222222222
191,12585,234,2,2040.1,1020.05,1279,639.5
192,12586,17,1,196.94000000000003,196.94000000000003,79,79.0
193,12587,8,1,144.0,144.0,51,51.0
194,12588,39,1,214.89999999999998,214.89999999999998,53,53.0
195,12589,29,2,646.68,323.34,306,153.0
196,12590,211,2,9864.26,4932.13,4283,2141.5
197,12591,317,1,452.84999999999997,452.84999999999997,228,228.0
198,12592,92,2,437.6,218.8,290,145.0
199,12593,109,3,418.1,139.36666666666667,206,68.66666666666667
200,12594,38,10,3338.2200000000003,333.822,1777,177.7
201,12596,51,2,618.27,309.135,474,237.0
202,12597,19,4,3811.22,952.805,2236,559.0
203,12598,10,8,3023.08,377.885,1964,245.5
204,12599,29,7,1032.58,147.51142857142855,956,136.57142857142858
205,12600,29,10,2599.04,259.904,774,77.4
206,12601,190,5,577.0600000000001,115.412,245,49.0
207,12602,59,1,153.12,153.12,162,162.0
208,12603,22,1,739.1999999999999,739.1999999999999,63,63.0
209,12604,79,2,254.18,127.09,201,100.5
210,12607,60,1,1579.51,1579.51,1228,1228.0
211,12609,78,3,1126.85,375.6166666666666,648,216.0
212,12610,23,5,2099.54,419.908,1049,209.8
213,12611,52,1,1193.32,1193.32,846,846.0
214,12612,74,1,704.04,704.04,262,262.0
215,12613,57,5,3344.38,668.876,1644,328.8
216,12614,278,1,315.6,315.6,76,76.0
217,12615,2,4,2291.19,572.7975,1376,344.0
218,12616,95,2,713.3,356.65,284,142.0
219,12617,29,1,352.98,352.98,210,210.0
220,12618,22,1,177.31,177.31,96,96.0
221,12619,16,9,3641.24,404.5822222222222,3378,375.3333333333333
222,12620,15,3,1339.41,446.47,1181,393.6666666666667
223,12621,2,20,13689.67,684.4835,7440,372.0
224,12622,232,1,180.1,180.1,69,69.0
225,12623,276,1,305.1,305.1,191,191.0
226,12624,106,2,641.13,320.565,355,177.5
227,12625,212,2,2683.82,1341.91,1612,806.0
228,12626,23,9,6620.4800000000005,735.6088888888889,3453,383.6666666666667
229,12627,11,7,4478.53,639.79,2752,393.14285714285717
230,12628,4,3,786.46,262.15333333333336,448,149.33333333333334
231,12630,10,2,1270.88,635.44,548,274.0
232,12631,57,1,640.5,640.5,236,236.0
233,12633,59,4,2163.98,540.995,1162,290.5
234,12635,90,2,1689.18,844.59,1172,586.0
235,12637,67,8,6002.9,750.3625,2994,374.25
236,12638,33,1,671.69,671.69,577,577.0
237,12639,239,1,486.1,486.1,201,201.0
238,12640,24,3,1174.58,391.52666666666664,311,103.66666666666667
239,12641,115,1,185.9,185.9,72,72.0
240,12642,25,3,1013.26,337.75333333333333,552,184.0
241,12643,128,6,3344.64,557.4399999999999,1808,301.3333333333333
242,12644,130,1,477.90999999999997,477.90999999999997,325,325.0
243,12645,34,4,1775.18,443.795,1084,271.0
244,12646,5,2,1346.97,673.485,897,448.5
245,12647,22,12,3722.82,310.235,1431,119.25
246,12648,155,1,318.05,318.05,160,160.0
247,12649,107,3,623.51,207.83666666666667,586,195.33333333333334
248,12650,3,1,314.44,314.44,254,254.0
249,12651,335,1,114.0,114.0,78,78.0
250,12652,331,1,919.98,919.98,505,505.0
251,12653,149,2,2209.85,1104.925,919,459.5
252,12654,11,5,601.98,120.396,264,52.8
253,12656,17,5,4051.17,810.234,1723,344.6
254,12657,11,4,1643.18,410.795,1044,261.0
255,12658,19,1,686.05,686.05,320,320.0
256,12659,30,1,91.68,91.68,105,105.0
257,12660,11,1,245.10000000000002,245.10000000000002,127,127.0
258,12662,1,11,3849.78,349.98,2058,187.0909090909091
259,12664,8,9,4881.88,542.4311111111111,1203,133.66666666666666
260,12665,325,1,63.0,63.0,37,37.0
261,12667,58,1,620.13,620.13,395,395.0
262,12668,12,4,3807.15,951.7875,1634,408.5
263,12669,151,3,2744.0299999999997,914.6766666666666,1115,371.6666666666667
264,12670,10,5,2996.05,599.21,1397,279.4
265,12672,330,1,225.9,225.9,78,78.0
266,12673,5,2,610.52,305.26,351,175.5
267,12674,39,4,1970.6,492.65,1133,283.25
268,12676,25,6,1331.39,221.89833333333334,670,111.66666666666667
269,12678,42,12,17628.46,1469.0383333333332,10923,910.25
270,12679,59,4,1113.02,278.255,554,138.5
271,12680,1,4,862.81,215.7025,443,110.75
272,12681,15,22,13787.54,626.7063636363637,7536,342.54545454545456
273,12682,4,31,12279.82,396.1232258064516,5555,179.19354838709677
274,12683,4,15,8476.57,565.1046666666666,4987,332.46666666666664
275,12684,8,7,2283.63,326.23285714285714,1985,283.57142857142856
276,12685,28,6,2863.08,477.18,1523,253.83333333333334
277,12686,372,1,89.14,89.14,107,107.0
278,12688,114,1,4873.81,4873.81,3028,3028.0
279,12689,26,2,1247.6100000000001,623.8050000000001,628,314.0
280,12690,206,1,389.01,389.01,106,106.0
281,12691,28,6,1035.8,172.63333333333333,394,65.66666666666667
282,12693,127,4,855.91,213.9775,255,63.75
283,12694,70,2,869.67,434.835,509,254.5
284,12695,7,4,582.1,145.525,220,55.0
285,12697,29,3,957.59,319.19666666666666,508,169.33333333333334
286,12700,8,4,4939.99,1234.9975,2967,741.75
287,12701,80,2,797.71,398.855,678,339.0
288,12702,20,1,219.0,219.0,53,53.0
289,12703,71,1,283.55,283.55,164,164.0
290,12704,7,8,2340.84,292.605,1006,125.75
291,12705,15,9,6868.29,763.1433333333333,3997,444.1111111111111
292,12707,292,1,603.42,603.42,256,256.0
293,12708,30,10,2712.91,271.291,1307,130.7
294,12709,15,15,9706.52,647.1013333333334,3912,260.8
295,12710,97,3,1149.02,383.00666666666666,851,283.6666666666667
296,12712,29,13,4396.13,338.1638461538462,1062,81.6923076923077
297,12713,1,1,848.55,848.55,508,508.0
298,12714,9,5,4708.86,941.7719999999999,3069,613.8
299,12715,106,1,343.36,343.36,192,192.0
300,12716,4,2,1053.49,526.745,708,354.0
301,12717,151,2,1030.98,515.49,506,253.0
302,12718,71,1,238.25,238.25,203,203.0
303,12719,5,2,644.95,322.475,374,187.0
304,12720,3,25,5781.7300000000005,231.2692,4672,186.88
305,12721,32,6,2656.13,442.68833333333333,1959,326.5
306,12722,85,4,997.63,249.4075,566,141.5
307,12723,4,5,725.07,145.014,434,86.8
308,12724,5,4,1031.41,257.8525,445,111.25
309,12725,371,1,427.8,427.8,164,164.0
310,12726,28,7,2609.1,372.7285714285714,3143,449.0
311,12727,11,7,3980.7000000000003,568.6714285714286,2098,299.7142857142857
312,12728,71,4,836.33,209.0825,419,104.75
313,12729,114,1,453.01,453.01,233,233.0
314,12731,24,12,18895.91,1574.6591666666666,8437,703.0833333333334
315,12732,180,1,236.26000000000002,236.26000000000002,111,111.0
316,12733,234,1,383.95,383.95,137,137.0
317,12734,353,1,110.39999999999999,110.39999999999999,88,88.0
318,12735,315,2,779.5699999999999,389.78499999999997,368,184.0
319,12736,333,1,234.0,234.0,173,173.0
320,12738,372,1,155.35,155.35,148,148.0
321,12739,78,2,1013.04,506.52,486,243.0
322,12740,64,1,427.6,427.6,342,342.0
323,12743,134,2,540.13,270.065,315,157.5
324,12744,52,7,21279.29,3039.8985714285714,5241,748.7142857142857
325,12747,2,11,4196.01,381.4554545454546,1275,115.9090909090909
326,12748,1,209,33053.19,158.14923444976077,25287,120.99043062200957
327,12749,4,5,4090.88,818.176,1471,294.2
328,12750,129,1,275.88,275.88,137,137.0
329,12752,81,1,4366.78,4366.78,2262,2262.0
330,12753,23,6,21429.39,3571.565,11421,1903.5
331,12754,236,3,3010.74,1003.5799999999999,6481,2160.3333333333335
332,12755,281,2,3811.9500000000003,1905.9750000000001,1491,745.5
333,12756,87,1,112.08,112.08,144,144.0
334,12757,16,13,7834.650000000001,602.6653846153847,2395,184.23076923076923
335,12758,117,2,2791.59,1395.795,2135,1067.5
336,12759,52,3,1531.44,510.48,902,300.6666666666667
337,12762,8,2,1898.52,949.26,1227,613.5
338,12763,138,2,494.08,247.04,316,158.0
339,12764,317,1,1693.88,1693.88,386,386.0
340,12766,4,7,6989.63,998.5185714285715,3646,520.8571428571429
341,12769,239,1,1143.6,1143.6,356,356.0
342,12770,211,1,1351.45,1351.45,743,743.0
343,12772,60,1,892.47,892.47,556,556.0
344,12775,17,5,1386.04,277.20799999999997,877,175.4
345,12778,20,6,822.23,137.03833333333333,825,137.5
346,12779,38,8,3981.36,497.67,2024,253.0
347,12781,64,2,826.74,413.37,671,335.5
348,12782,5,5,2330.92,466.184,1086,217.2
349,12783,2,6,2225.91,370.98499999999996,624,104.0
350,12784,9,2,532.82,266.41,280,140.0
351,12785,364,1,311.95,311.95,131,131.0
352,12787,10,3,463.66,154.55333333333334,261,87.0
353,12789,65,1,91.85,91.85,4,4.0
354,12790,192,1,324.92,324.92,166,166.0
355,12791,374,1,192.60000000000002,192.60000000000002,97,97.0
356,12792,257,1,400.54,400.54,217,217.0
357,12793,335,2,545.48,272.74,295,147.5
358,12794,53,2,860.41,430.205,592,296.0
359,12795,19,1,430.48,430.48,68,68.0
360,12797,366,1,254.03,254.03,118,118.0
361,12798,10,3,6977.04,2325.68,5256,1752.0
362,12802,187,1,427.58,427.58,314,314.0
363,12808,37,3,483.65000000000003,161.21666666666667,188,62.666666666666664
364,12809,178,1,489.31,489.31,220,220.0
365,12811,261,3,514.85,171.61666666666667,230,76.66666666666667
366,12812,45,1,229.64000000000001,229.64000000000001,164,164.0
367,12814,102,1,125.92,125.92,49,49.0
368,12815,148,2,1063.46,531.73,379,189.5
369,12816,96,2,572.2,286.1,128,64.0
370,12817,281,1,166.04000000000002,166.04000000000002,53,53.0
371,12818,262,1,1542.08,1542.08,929,929.0
372,12820,3,4,942.34,235.585,722,180.5
373,12821,214,1,92.72,92.72,70,70.0
374,12822,71,2,948.88,474.44,550,275.0
375,12823,75,5,1759.5,351.9,230,46.0
376,12824,60,1,397.12,397.12,232,232.0
377,12826,3,7,1474.72,210.67428571428573,1058,151.14285714285714
378,12827,6,3,430.15,143.38333333333333,197,65.66666666666667
379,12828,3,6,1018.71,169.785,494,82.33333333333333
380,12829,337,2,293.0,146.5,376,188.0
381,12830,38,6,6814.64,1135.7733333333333,9848,1641.3333333333333
382,12831,262,1,215.05,215.05,135,135.0
383,12832,32,2,383.03000000000003,191.51500000000001,195,97.5
384,12833,145,1,417.38,417.38,156,156.0
385,12834,283,1,312.38,312.38,110,110.0
386,12836,59,4,2610.36,652.59,1062,265.5
387,12837,173,1,134.1,134.1,24,24.0
388,12838,34,2,671.95,335.975,355,177.5
389,12839,3,14,5591.42,399.38714285714286,3807,271.92857142857144
390,12840,144,4,2726.77,681.6925,1511,377.75
391,12841,5,25,3991.58,159.6632,2720,108.8
392,12842,70,2,1118.99,559.495,547,273.5
393,12843,66,8,1702.26,212.7825,781,97.625
394,12844,29,2,325.96000000000004,162.98000000000002,125,62.5
395,12845,267,4,354.09000000000003,88.52250000000001,204,51.0
396,12847,22,1,843.64,843.64,873,873.0
397,12849,31,2,1010.29,505.145,597,298.5
398,12851,97,1,131.81,131.81,106,106.0
399,12852,295,1,311.55,311.55,149,149.0
400,12853,135,6,1957.1000000000001,326.18333333333334,800,133.33333333333334
401,12854,79,3,1316.25,438.75,626,208.66666666666666
402,12855,373,1,38.1,38.1,30,30.0
403,12856,8,6,2170.78,361.7966666666667,1076,179.33333333333334
404,12857,211,2,1106.4,553.2,343,171.5
405,12863,52,1,521.2,521.2,188,188.0
406,12864,138,1,147.12,147.12,216,216.0
407,12865,26,2,1568.23,784.115,925,462.5
408,12866,283,1,559.12,559.12,171,171.0
409,12867,26,7,4009.34,572.7628571428571,4284,612.0
410,12868,186,6,1607.0600000000002,267.84333333333336,928,154.66666666666666
411,12871,84,2,380.64,190.32,200,100.0
412,12872,327,2,599.97,299.985,319,159.5
413,12873,282,1,374.0,374.0,128,128.0
414,12875,143,2,343.2300000000001,171.61500000000004,2019,1009.5
415,12876,58,2,2218.02,1109.01,1941,970.5
416,12877,4,12,1535.77,127.98083333333334,1178,98.16666666666667
417,12878,236,2,854.99,427.495,547,273.5
418,12879,45,3,573.22,191.07333333333335,370,123.33333333333333
419,12881,276,1,298.0,298.0,21,21.0
420,12882,9,2,1463.04,731.52,246,123.0
421,12883,25,4,703.47,175.8675,196,49.0
422,12884,88,1,309.05,309.05,43,43.0
423,12885,63,3,1175.22,391.74,655,218.33333333333334
424,12886,68,2,1378.4,689.2,770,385.0
425,12888,214,2,354.12,177.06,76,38.0
426,12890,24,1,376.71999999999997,376.71999999999997,256,256.0
427,12891,186,3,331.0,110.33333333333333,950,316.6666666666667
428,12893,31,1,176.55,176.55,90,90.0
429,12895,42,2,372.8,186.4,210,105.0
430,12897,205,2,216.5,108.25,110,55.0
431,12901,9,28,17654.54,630.5192857142857,23075,824.1071428571429
432,12902,265,1,138.68,138.68,66,66.0
433,12904,18,2,496.06,248.03,294,147.0
434,12906,12,5,2919.81,583.962,1749,349.8
435,12908,176,2,750.0,375.0,1200,600.0
436,12909,40,5,2178.67,435.73400000000004,1280,256.0
437,12910,23,8,3075.04,384.38,1692,211.5
438,12912,3,5,1662.3,332.46,670,134.0
439,12913,5,5,2483.63,496.726,1419,283.8
440,12915,149,2,363.65,181.825,93,46.5
441,12916,139,4,2944.95,736.2375,1083,270.75
442,12917,128,1,594.0,594.0,120,120.0
443,12919,8,6,1335.19,222.53166666666667,673,112.16666666666667
444,12920,17,1,162.78,162.78,128,128.0
445,12921,9,37,16587.09,448.29972972972973,9526,257.4594594594595
446,12922,161,1,405.38,405.38,370,370.0
447,12923,64,1,172.82,172.82,68,68.0
448,12924,88,4,933.7,233.425,481,120.25
449,12925,5,2,694.05,347.025,541,270.5
450,12928,35,5,2062.7,412.53999999999996,1472,294.4
451,12929,312,1,117.85,117.85,37,37.0
452,12930,78,2,415.8,207.9,252,126.0
453,12931,22,15,42055.96,2803.730666666667,28004,1866.9333333333334
454,12933,24,3,607.53,202.51,499,166.33333333333334
455,12935,2,7,2160.7,308.6714285714285,1853,264.7142857142857
456,12936,17,4,1063.9,265.975,559,139.75
457,12937,15,4,1504.27,376.0675,1007,251.75
458,12938,26,1,114.14,114.14,140,140.0
459,12939,64,8,11581.8,1447.725,4876,609.5
460,12940,55,2,899.69,449.845,404,202.0
461,12942,131,3,675.6,225.20000000000002,198,66.0
462,12944,36,2,604.51,302.255,289,144.5
463,12945,288,1,462.95,462.95,165,165.0
464,12947,144,6,1603.99,267.33166666666665,1165,194.16666666666666
465,12948,16,7,2064.95,294.99285714285713,1080,154.28571428571428
466,12949,31,8,4167.22,520.9025,2381,297.625
467,12950,2,3,1843.0,614.3333333333334,1380,460.0
468,12951,9,6,1064.07,177.345,503,83.83333333333333
469,12952,6,4,1387.79,346.9475,653,163.25
470,12953,10,1,329.85,329.85,84,84.0
471,12955,1,11,4757.16,432.4690909090909,3664,333.09090909090907
472,12956,306,1,108.07,108.07,34,34.0
473,12957,10,8,4017.54,502.1925,2549,318.625
474,12962,7,2,266.39,133.195,129,64.5
475,12963,8,8,1856.63,232.07875,881,110.125
476,12965,89,1,769.8100000000001,769.8100000000001,282,282.0
477,12966,10,1,160.18,160.18,75,75.0
478,12967,358,2,1660.9,830.45,438,219.0
479,12968,112,1,135.95,135.95,73,73.0
480,12970,7,4,405.47,101.3675,268,67.0
481,12971,4,86,11189.91,130.11523255813952,9289,108.01162790697674
482,12974,198,1,144.8,144.8,24,24.0
483,12976,212,1,738.6,738.6,561,561.0
484,12977,156,1,39.239999999999995,39.239999999999995,12,12.0
485,12980,158,9,7374.900000000001,819.4333333333334,886,98.44444444444444
486,12981,30,2,372.21999999999997,186.10999999999999,242,121.0
487,12982,243,1,390.54,390.54,288,288.0
488,12984,19,1,97.5,97.5,26,26.0
489,12985,1,2,1239.38,619.69,1533,766.5
490,12987,74,2,558.7,279.35,219,109.5
491,12988,292,1,505.82,505.82,126,126.0
492,12989,3,15,6924.11,461.6073333333333,2943,196.2
493,12990,31,3,409.5,136.5,200,66.66666666666667
494,12991,23,2,503.76,251.88,405,202.5
495,12993,23,4,414.76,103.69,240,60.0
496,12994,4,3,974.42,324.8066666666667,459,153.0
497,12995,85,1,211.32,211.32,108,108.0
498,12997,22,4,1226.89,306.7225,664,166.0
499,12999,196,3,455.88,151.96,342,114.0
500,13000,107,3,534.85,178.28333333333333,379,126.33333333333333
501,13001,4,13,9785.970000000001,752.7669230769231,5490,422.3076923076923
502,13002,318,1,120.95,120.95,73,73.0
503,13003,106,3,149.05,49.68333333333334,103,34.333333333333336
504,13004,12,18,5655.91,314.21722222222223,4822,267.8888888888889
505,13005,174,2,513.7,256.85,172,86.0
506,13006,56,1,81.57,81.57,55,55.0
507,13008,323,1,229.47,229.47,175,175.0
508,13011,372,1,50.550000000000004,50.550000000000004,13,13.0
509,13012,9,8,1646.8400000000001,205.85500000000002,820,102.5
510,13013,1,13,4810.9400000000005,370.07230769230773,2224,171.07692307692307
511,13014,11,10,3466.28,346.62800000000004,905,90.5
512,13015,53,5,3339.64,667.928,1609,321.8
513,13016,73,3,789.89,263.2966666666667,527,175.66666666666666
514,13017,7,1,204.0,204.0,48,48.0
515,13018,16,28,7277.7,259.91785714285714,5435,194.10714285714286
516,13021,4,9,2616.38,290.7088888888889,1352,150.22222222222223
517,13023,64,2,689.9,344.95,286,143.0
518,13026,1,5,975.36,195.072,1620,324.0
519,13027,114,6,6912.0,1152.0,17280,2880.0
520,13028,23,2,661.3199999999999,330.65999999999997,798,399.0
521,13029,31,3,1247.5,415.8333333333333,134,44.666666666666664
