,customerid,recency,frequency,monetary,avg_order_value,total_items,items_per_order
36,12391,22,0.6931471805599453,6.0882736030360425,6.0882736030360425,5.683579767338681,293.0
37,12393,72,1.6094379124341003,7.3674560152319755,5.983054279748012,6.705639094860003,204.0
38,12394,64,1.0986122886681098,7.149508589545504,6.4571463507046944,6.709304340258298,409.5
39,12395,19,2.5649493574615367,8.012889586306857,5.531619147894961,7.6586995582682995,176.5
40,12397,36,1.0986122886681098,7.7877554007552545,7.095022917057849,7.142036574706803,631.5
41,12398,46,0.6931471805599453,7.4004128587924045,7.4004128587924045,7.240649694255466,1394.0
42,12399,119,1.6094379124341003,7.011799929268738,5.628205475292234,7.072421900537371,294.5
43,12401,303,0.6931471805599453,4.446174454497633,4.446174454497633,2.4849066497880004,11.0
44,12402,323,0.6931471805599453,5.423186348593906,5.423186348593906,4.553876891600541,94.0
45,12403,50,0.6931471805599453,6.0607573736039315,6.0607573736039315,4.574710978503383,96.0
46,12405,149,0.6931471805599453,7.445061184797548,7.445061184797548,6.754604099487962,857.0
47,12406,22,1.0986122886681098,8.136313373066384,7.443458864014031,7.506042178518122,909.0
48,12407,50,1.791759469228055,7.4437338971514055,5.8366336359758595,7.256297239690681,283.2
49,12408,33,1.791759469228055,7.968856059639959,6.360801488541086,7.251344983372214,281.8
50,12409,79,1.3862943611198906,9.312325497408466,8.213893801029375,8.62191350218664,1850.3333333333333
51,12410,309,1.0986122886681098,6.542947351813216,5.851239372457318,5.356586274672012,105.5
52,12412,75,1.3862943611198906,7.1130443840624835,6.016059593963362,6.721425700790643,276.3333333333333
53,12413,67,1.3862943611198906,6.632133521022722,5.536152466605237,5.659482215759621,95.33333333333333
54,12414,217,1.3862943611198906,6.334007604663526,5.238938843028537,5.707110264748875,100.0
55,12415,24,3.091042453358316,11.735393027855736,8.691030685511077,11.256419009986898,3684.4761904761904
56,12417,3,2.302585092994046,8.202509843461513,6.007474588583744,7.347943823148687,172.44444444444446
57,12418,113,0.6931471805599453,6.506650650150935,6.506650650150935,6.0112671744041615,407.0
58,12420,64,0.6931471805599453,6.3992436425478765,6.3992436425478765,5.846438775057725,345.0
59,12421,16,1.6094379124341003,6.694611562246261,5.312023013604149,6.184148890937483,121.0
60,12422,96,1.3862943611198906,6.690295544136225,5.594166001666211,5.916202062607435,123.33333333333333
61,12423,1,2.1972245773362196,7.528498419486568,5.45281262985673,7.200424892944957,167.375
62,12424,163,1.0986122886681098,7.474182104762846,6.781602312981556,6.608000625296087,370.0
63,12425,78,0.6931471805599453,6.6569835605504535,6.6569835605504535,6.208590026096629,496.0
64,12426,195,0.6931471805599453,6.369438547154207,6.369438547154207,5.556828061699537,258.0
65,12427,22,1.3862943611198906,6.717562827807614,5.621366582837109,6.280395838960195,177.66666666666666
66,12428,26,2.302585092994046,8.981865132439246,6.78564539600823,8.17103418920548,392.8888888888889
67,12429,9,1.6094379124341003,8.22988438262624,6.844389403360317,7.351158226430694,389.25
68,12430,43,0.6931471805599453,5.5506312951620265,5.5506312951620265,4.770684624465665,117.0
69,12431,36,2.772588722239781,8.767321360814657,6.06144914889006,7.9714309977693505,193.06666666666666
70,12432,43,1.791759469228055,8.529185001388596,6.920537240546674,7.496652438168283,360.2
71,12433,1,2.0794415416798357,9.50128237507538,7.555820660877846,9.31217467785745,1581.5714285714287
72,12434,85,1.0986122886681098,6.6934971352559,6.001588130278833,5.978885764901122,197.0
73,12435,80,1.0986122886681098,8.965831447914955,8.27281195860795,7.628517626575055,1027.5
74,12436,100,0.6931471805599453,6.234430333369278,6.234430333369278,5.356586274672012,211.0
75,12437,2,2.9444389791664403,8.507629605767502,5.620684641874008,7.980365765111246,162.33333333333334
76,12438,14,1.0986122886681098,7.9751692554798295,7.282365912494403,7.074116816197362,590.0
77,12441,367,0.6931471805599453,5.162211233551045,5.162211233551045,4.804021044733257,121.0
78,12442,3,0.6931471805599453,5.153638355178593,5.153638355178593,5.209486152841421,182.0
79,12444,21,1.791759469228055,8.518484357502437,6.909845093797211,7.050989447068045,230.6
80,12445,22,0.6931471805599453,4.900820428089049,4.900820428089049,4.143134726391533,62.0
81,12446,58,0.6931471805599453,6.9110598129904375,6.9110598129904375,5.863631175598097,351.0
82,12447,243,0.6931471805599453,6.168543217293113,6.168543217293113,5.25227342804663,190.0
83,12448,44,0.6931471805599453,6.110247083097449,6.110247083097449,5.497168225293202,243.0
84,12449,22,1.6094379124341003,8.310978042729836,6.925420820414612,7.348587530927593,388.25
85,12450,156,1.0986122886681098,5.292701627762401,4.604570005916059,4.859812404361672,64.0
86,12451,11,1.791759469228055,9.109029423519523,7.500034061421681,8.791181936736017,1315.0
87,12452,17,1.0986122886681098,6.067429722163682,5.37659698242672,5.225746673713202,92.5
88,12453,134,0.6931471805599453,6.562571204258897,6.562571204258897,6.161207321695077,473.0
89,12454,56,0.6931471805599453,8.168866163607964,8.168866163607964,6.914730892718563,1006.0
90,12455,73,1.9459101490553132,7.81110665732229,6.021371185287721,7.644919344958857,348.1666666666667
91,12456,44,1.3862943611198906,8.065277779528966,6.967293821031323,7.3987862754199485,544.3333333333334
92,12457,66,2.0794415416798357,7.768207666517555,5.824832126778667,6.738152494595957,120.42857142857143
93,12458,71,1.0986122886681098,6.854776354191251,6.162683025557272,6.2285110035911835,253.0
94,12461,94,1.0986122886681098,6.718868216346018,6.026928211383551,5.662960480135946,143.5
95,12462,19,1.0986122886681098,7.082204261557526,6.38989664816609,6.285998094508865,268.0
96,12463,53,1.6094379124341003,7.204729049594601,5.8206613980225095,6.655440350367647,194.0
97,12464,10,2.1972245773362196,7.100893128209941,5.027205578814218,4.727387818712341,14.0
98,12465,17,1.0986122886681098,6.610951732080795,5.919149198014245,6.173786103901937,239.5
99,12468,188,1.0986122886681098,6.593783986707386,5.902004720565164,5.905361848054571,183.0
100,12471,2,3.4339872044851463,9.89291435274037,6.493181310884872,9.012011377036412,273.3333333333333
101,12472,32,2.0794415416798357,8.790742363252102,6.84574460775715,8.330622620332868,592.5714285714286
102,12473,29,1.791759469228055,8.276152945361936,6.667732572858675,7.789454566086673,482.8
103,12474,17,2.9444389791664403,8.899060720499207,6.011007064325745,8.483429561263428,268.5
104,12475,54,0.6931471805599453,6.585316116572351,6.585316116572351,6.284134161070802,535.0
105,12476,16,2.4849066497880004,8.82723638014411,6.430806863161178,7.786967002614872,218.9090909090909
106,12477,23,1.9459101490553132,9.489542087633343,7.698160740564423,8.203577736937952,608.8333333333334
107,12478,4,0.6931471805599453,6.525014994979364,6.525014994979364,5.4680601411351315,236.0
108,12479,11,0.6931471805599453,6.269474999863032,6.269474999863032,5.955837369464831,385.0
109,12480,28,1.6094379124341003,8.096400209353131,6.711019332233147,7.443078374348516,426.75
110,12481,23,2.3978952727983707,8.62709099798378,6.326117272278875,8.100161446936607,329.4
111,12483,17,2.1972245773362196,7.818422226986002,5.741792519348646,7.01301578963963,138.75
112,12484,33,1.9459101490553132,8.418106288764006,6.627450372647183,7.690743163541872,364.5
113,12488,10,1.3862943611198906,7.169857970780942,6.072783363285527,6.272877006546167,176.33333333333334
114,12489,336,0.6931471805599453,5.816902804925467,5.816902804925467,4.663439094112067,105.0
115,12490,5,2.3978952727983707,8.597653657970227,6.296728031783233,8.027802848370312,306.4
116,12491,39,0.6931471805599453,6.134265345739653,6.134265345739653,5.564520407322694,260.0
117,12492,63,1.0986122886681098,5.5767442414854775,4.887374784431505,5.262690188904886,96.0
118,12493,166,1.0986122886681098,6.0747481512447195,5.383898554638242,5.337538079701318,103.5
119,12494,16,2.0794415416798357,7.128576134926702,5.187465611115926,6.56244409369372,101.0
120,12497,82,0.6931471805599453,6.950910549296065,6.950910549296065,7.1204443723924875,1236.0
121,12498,21,1.3862943611198906,6.00314605188182,4.909463524245069,5.075173815233827,53.0
122,12500,23,2.4849066497880004,8.356747405587967,5.961197448629325,7.893198869544609,243.45454545454547
123,12501,337,0.6931471805599453,7.682662153888476,7.682662153888476,7.486613313139955,1783.0
124,12502,96,1.791759469228055,8.222787230875806,6.614422605243761,6.710523109452428,164.0
125,12504,18,1.0986122886681098,6.180120167963518,5.489041026606135,4.51085950651685,45.0
126,12506,233,0.6931471805599453,4.310799125385514,4.310799125385514,3.1780538303479458,23.0
127,12507,134,1.3862943611198906,7.174578816863813,6.07749697285895,6.796823718274855,298.0
128,12508,26,1.0986122886681098,5.988660619775247,5.298017321539034,5.605802066295998,135.5
129,12509,284,0.6931471805599453,5.178970608915471,5.178970608915471,4.02535169073515,55.0
130,12510,143,1.0986122886681098,6.8911888096735625,6.199057817073877,5.869296913133774,176.5
131,12512,66,1.0986122886681098,4.891701596682476,4.206035001574797,4.574710978503383,48.0
132,12513,113,0.6931471805599453,6.418837907265026,6.418837907265026,6.137727054086234,462.0
133,12514,267,0.6931471805599453,6.926262950537877,6.926262950537877,6.089044875446846,440.0
134,12515,353,0.6931471805599453,5.95246380975825,5.95246380975825,4.882801922586371,131.0
135,12516,78,1.0986122886681098,7.180115570136106,6.487729679542585,6.775366090936392,437.5
136,12517,28,1.791759469228055,7.817061677081847,6.2092336820847365,7.216709486709457,272.2
137,12518,1,1.791759469228055,7.629436465014086,6.021940404454081,7.1846291527173145,263.6
138,12519,64,0.6931471805599453,5.804652925041163,5.804652925041163,5.170483995038151,175.0
139,12520,79,1.791759469228055,7.876737127834484,6.268815941383721,7.272398392570047,287.8
140,12521,143,0.6931471805599453,6.39806234681208,6.39806234681208,5.736572297479192,309.0
141,12522,39,1.0986122886681098,5.266413817535028,4.578415448679272,5.272999558563747,97.0
142,12523,19,2.4849066497880004,7.490400973937009,5.098074357392835,6.763884908562435,78.63636363636364
143,12524,9,2.1972245773362196,8.408877201532766,6.330994603828433,8.216088098632316,462.375
144,12526,1,1.3862943611198906,7.183612715167257,6.086517117976398,6.450470422144176,210.66666666666666
145,12527,82,1.3862943611198906,5.857104239599851,4.764194683731463,5.459585514144159,78.0
146,12528,9,1.9459101490553132,7.567593835498341,5.7784157056627325,6.6293632534374485,126.0
147,12530,60,1.6094379124341003,7.416546835435133,6.032054514712074,6.81783057145415,228.25
148,12531,15,0.6931471805599453,4.838026416156094,4.838026416156094,3.828641396489095,45.0
149,12532,30,0.6931471805599453,5.860301775655642,5.860301775655642,5.0369526024136295,153.0
150,12534,131,0.6931471805599453,6.9940980992041535,6.9940980992041535,6.480044561926653,651.0
151,12535,92,1.0986122886681098,6.575563866544399,5.883809734896783,5.393627546352362,109.5
152,12536,43,1.3862943611198906,9.441676670894656,8.343223064151342,7.938802248154481,934.3333333333334
153,12538,29,0.6931471805599453,5.899760357897641,5.899760357897641,5.2574953720277815,191.0
154,12539,22,1.6094379124341003,8.625033629522884,7.239277785877436,7.63433723562832,516.75
155,12540,20,2.8903717578961645,9.503102518971122,6.671082382128613,8.807771066980044,393.2352941176471
156,12541,30,1.3862943611198906,6.889774590946187,5.79319651848434,6.523562306149512,226.66666666666666
157,12544,36,0.6931471805599453,5.923453336491439,5.923453336491439,4.919980925828125,136.0
158,12545,75,1.0986122886681098,6.9091443138264115,6.21699524691469,6.261491684321042,261.5
159,12546,47,1.0986122886681098,7.058328137461511,6.366040802182401,6.452048954437226,316.5
160,12547,198,1.0986122886681098,5.341376856008484,4.653007515402251,4.90527477843843,67.0
161,12548,166,0.6931471805599453,4.566429357671661,4.566429357671661,3.912023005428146,49.0
162,12550,79,0.6931471805599453,6.872987835288763,6.872987835288763,6.345636360828596,569.0
163,12551,358,0.6931471805599453,5.1298987149230735,5.1298987149230735,4.61512051684126,100.0
164,12552,39,1.0986122886681098,6.084089306213804,5.393218371742757,4.48863636973214,44.0
165,12553,8,2.3978952727983707,8.214270231095687,5.914119032071235,7.583756300707112,196.5
166,12556,50,1.0986122886681098,6.397862553264747,5.706379100503467,5.87493073085203,177.5
167,12557,16,1.791759469228055,9.391991704219834,7.782887292984425,8.385944904806284,876.8
168,12558,8,0.6931471805599453,5.601971208509516,5.601971208509516,5.2832037287379885,196.0
169,12559,311,1.0986122886681098,6.33276439774036,5.641392754302822,5.648974238161206,141.5
170,12560,5,1.3862943611198906,7.666226609492505,6.568550646097273,7.01301578963963,370.0
171,12561,303,0.6931471805599453,5.480013727948073,5.480013727948073,5.181783550292085,177.0
172,12562,8,2.0794415416798357,8.23820389374878,6.293878639920277,7.484368643286131,254.14285714285714
173,12564,261,0.6931471805599453,6.12665081966305,6.12665081966305,4.897839799950911,133.0
174,12565,289,0.6931471805599453,4.989888220951467,4.989888220951467,4.394449154672439,80.0
175,12566,86,0.6931471805599453,5.865476063654188,5.865476063654188,5.583496308781699,265.0
176,12567,23,2.3978952727983707,9.148707492038316,6.847079155839531,8.367764677924308,430.5
177,12569,2,3.4965075614664802,8.324988557507531,4.866738460662824,7.496652438168283,56.28125
178,12571,40,1.0986122886681098,6.255001200981438,5.563773001647863,6.261491684321042,261.5
179,12572,9,1.0986122886681098,6.928949094989139,6.236780464687332,6.115892125483034,226.0
180,12573,227,0.6931471805599453,5.08475279001415,5.08475279001415,4.442651256490317,84.0
181,12574,316,0.6931471805599453,5.391124416134243,5.391124416134243,4.127134385045092,61.0
182,12576,36,1.791759469228055,7.182982612166326,5.576577693420836,6.875232087276577,193.4
183,12577,35,1.3862943611198906,6.441903020858877,5.346472408435083,6.152732694704104,156.33333333333334
184,12578,21,1.0986122886681098,7.935769837637909,7.242980309593748,7.087573705557973,598.0
185,12579,78,0.6931471805599453,6.0899968031722285,6.0899968031722285,5.655991810819852,285.0
186,12580,247,0.6931471805599453,6.032366538428407,6.032366538428407,5.476463551931511,238.0
187,12581,40,0.6931471805599453,5.291846475417725,5.291846475417725,5.087596335232384,161.0
188,12582,239,1.0986122886681098,6.239027502962935,5.547830172882315,5.707110264748875,150.0
189,12583,3,2.772588722239781,8.89321301083995,6.187083412629001,8.529319371214077,337.3333333333333
190,12584,4,2.302585092994046,7.757542894498013,5.563732527848784,6.0330862217988015,46.22222222222222
191,12585,234,1.0986122886681098,7.621244157199997,6.92858678856207,7.154615356913663,639.5
192,12586,17,0.6931471805599453,5.2879639544685455,5.2879639544685455,4.382026634673881,79.0
193,12587,8,0.6931471805599453,4.976733742420574,4.976733742420574,3.9512437185814275,51.0
194,12588,39,0.6931471805599453,5.3748153375207615,5.3748153375207615,3.9889840465642745,53.0
195,12589,29,1.0986122886681098,6.473396747218991,5.781792348291228,5.726847747587197,153.0
196,12590,211,1.0986122886681098,9.196774773912752,8.503728954018468,8.36264243156764,2141.5
197,12591,317,0.6931471805599453,6.117766746972636,6.117766746972636,5.43372200355424,228.0
198,12592,92,1.0986122886681098,6.083587835983788,5.392718041969521,5.673323267171493,145.0
199,12593,109,1.3862943611198906,6.038109554931026,4.9442580464997725,5.332718793265369,68.66666666666667
200,12594,38,2.3978952727983707,8.113492525763553,5.813599047328618,7.48324441607385,177.7
201,12596,51,1.0986122886681098,6.428541364981557,5.737007686554579,6.163314804034641,237.0
202,12597,19,1.6094379124341003,8.245966975595675,6.860459248039522,7.71289096149013,559.0
203,12598,10,2.1972245773362196,8.01436219197595,5.937232728959049,7.583247524303362,245.5
204,12599,29,2.0794415416798357,6.940783782995926,5.00066191535844,6.863803391452954,136.57142857142858
205,12600,29,2.3978952727983707,7.863282108506616,5.564152523569809,6.652863029353347,77.4
206,12601,190,1.791759469228055,6.359677669513258,4.757135622767147,5.5053315359323625,49.0
207,12602,59,0.6931471805599453,5.037731519757957,5.037731519757957,5.093750200806762,162.0
208,12603,22,0.6931471805599453,6.606920419952056,6.606920419952056,4.1588830833596715,63.0
209,12604,79,1.0986122886681098,5.541969178493598,4.852733141843045,5.308267697401205,100.5
210,12607,60,0.6931471805599453,7.3655028587473295,7.3655028587473295,7.113956109566034,1228.0
211,12609,78,1.3862943611198906,7.0280684444921455,5.931227870864265,6.47543271670409,216.0
212,12610,23,1.791759469228055,7.6499497335130995,6.042414282485894,6.956545443151569,209.8
213,12611,52,0.6931471805599453,7.085332264745334,7.085332264745334,6.741700694652055,846.0
214,12612,74,0.6931471805599453,6.558254538791405,6.558254538791405,5.572154032177765,262.0
215,12613,57,1.791759469228055,8.115335568501695,6.507092620629724,7.405495663199472,328.8
216,12614,278,0.6931471805599453,5.757639147446912,5.757639147446912,4.343805421853684,76.0
217,12615,2,1.6094379124341003,7.73726297143202,6.352276546618986,7.227662498728654,344.0
218,12616,95,1.0986122886681098,6.571303042160927,5.879554854554393,5.652489180268651,142.0
219,12617,29,0.6931471805599453,5.869240414362608,5.869240414362608,5.351858133476067,210.0
220,12618,22,0.6931471805599453,5.183523608545955,5.183523608545955,4.574710978503383,96.0
221,12619,16,2.302585092994046,8.200354155974704,6.005323620503313,8.12533508671429,375.3333333333333
222,12620,15,1.3862943611198906,7.20073081629489,6.1036094963615435,7.074963197966044,393.6666666666667
223,12621,2,3.044522437723423,9.524469857917655,6.5301244286908,8.914760527397261,372.0
224,12622,232,0.6931471805599453,5.199049364889368,5.199049364889368,4.248495242049359,69.0
225,12623,276,0.6931471805599453,5.723911845951367,5.723911845951367,5.2574953720277815,191.0
226,12624,106,1.0986122886681098,6.464790775403018,5.773199700536534,5.87493073085203,177.5
227,12625,212,1.0986122886681098,7.895368965589599,7.202594180130259,7.385851078125209,806.0
228,12626,23,2.302585092994046,8.798074188898816,6.602057071395239,8.147288258706624,383.6666666666667
229,12627,11,2.0794415416798357,8.407273409191232,6.462701790139249,7.920446505142607,393.14285714285717
230,12628,4,1.3862943611198906,6.668812575758953,5.57273687876624,6.1070228877422545,149.33333333333334
231,12630,10,1.0986122886681098,7.1482513998271635,6.455890148039656,6.3080984415095305,274.0
232,12631,57,0.6931471805599453,6.463809184055691,6.463809184055691,5.4680601411351315,236.0
233,12633,59,1.6094379124341003,7.6801664025186325,6.295256776304844,7.0587581525186645,290.5
234,12635,90,1.0986122886681098,7.432590311121191,6.740034608563679,7.067319848653476,586.0
235,12637,67,2.1972245773362196,8.70016453705169,6.621888225053916,8.00469951054955,374.25
236,12638,33,0.6931471805599453,6.511284599453549,6.511284599453549,6.359573868672378,577.0
237,12639,239,0.6931471805599453,6.188469440812497,6.188469440812497,5.308267697401205,201.0
238,12640,24,1.3862943611198906,7.06951692181073,5.972604475466626,5.7430031878094825,103.66666666666667
239,12641,115,0.6931471805599453,5.230573714461517,5.230573714461517,4.290459441148391,72.0
240,12642,25,1.3862943611198906,6.9219145615400475,5.825272212243898,6.315358001522335,184.0
241,12643,128,1.9459101490553132,8.11541328460481,6.325147182120447,7.500529485395295,301.3333333333333
242,12644,130,0.6931471805599453,6.171512688316606,6.171512688316606,5.786897381366708,325.0
243,12645,34,1.6094379124341003,7.482220269767765,6.097613501865998,6.98933526597456,271.0
244,12646,5,1.0986122886681098,7.206355036031724,6.5139494367051975,6.8001700683022,448.5
245,12647,22,2.5649493574615367,8.222505302105255,5.740548253846524,7.266827347520591,119.25
246,12648,155,0.6931471805599453,5.765347830314356,5.765347830314356,5.081404364984463,160.0
247,12649,107,1.3862943611198906,6.4369673422476765,5.341552447232567,6.375024819828097,195.33333333333334
248,12650,3,0.6931471805599453,5.753968489569372,5.753968489569372,5.541263545158426,254.0
249,12651,335,0.6931471805599453,4.74493212836325,4.74493212836325,4.3694478524670215,78.0
250,12652,331,0.6931471805599453,6.82543832049292,6.82543832049292,6.226536669287466,505.0
251,12653,149,1.0986122886681098,7.701132335950876,7.008437367848046,6.824373670043086,459.5
252,12654,11,1.791759469228055,6.401884028681278,4.799057929153411,5.579729825986222,52.8
253,12656,17,1.791759469228055,8.30700781907883,6.698556545173575,7.452402451223638,344.6
254,12657,11,1.6094379124341003,7.4049970586737315,6.020525652703561,6.951772164398911,261.0
255,12658,19,0.6931471805599453,6.532407069777784,6.532407069777784,5.771441123130016,320.0
256,12659,30,0.6931471805599453,4.529152699564175,4.529152699564175,4.663439094112067,105.0
257,12660,11,0.6931471805599453,5.50573795739701,5.50573795739701,4.852030263919617,127.0
258,12662,1,2.4849066497880004,8.256031004164345,5.860729241785461,7.629975707027789,187.0909090909091
259,12664,8,2.302585092994046,8.49349048870337,6.297902948042206,7.093404625868766,133.66666666666666
260,12665,325,0.6931471805599453,4.1588830833596715,4.1588830833596715,3.6375861597263857,37.0
261,12667,58,0.6931471805599453,6.431540399799522,6.431540399799522,5.981414211254481,395.0
262,12668,12,1.6094379124341003,8.244898785891763,6.859391898727493,7.399398083331354,408.5
263,12669,151,1.3862943611198906,7.917547282845659,6.819663318372263,7.017506142941256,371.6666666666667
264,12670,10,1.791759469228055,8.005383750527514,6.397279593980435,7.242797922793756,279.4
265,12672,330,0.6931471805599453,5.424509391785796,5.424509391785796,4.3694478524670215,78.0
266,12673,5,1.0986122886681098,6.415947661051908,5.724434414387062,5.863631175598097,175.5
267,12674,39,1.6094379124341003,7.586600674831223,6.201826764057459,7.033506484287697,283.25
268,12676,25,1.9459101490553132,7.194729601037682,5.406715763169312,6.508769136971682,111.66666666666667
269,12678,42,2.5649493574615367,9.777326645314199,7.293043756530286,9.298717482593595,910.25
270,12679,59,1.6094379124341003,7.015730373647435,5.63212534289197,6.318968113746434,138.5
271,12680,1,1.6094379124341003,6.761352837213469,5.37852544516243,6.095824562432225,110.75
272,12681,15,3.1354942159291497,9.531593091360708,6.442072483294024,8.92757950384347,342.54545454545456
273,12682,4,3.4657359027997265,9.415793974716065,5.984246624984992,8.622633703874234,179.19354838709677
274,12683,4,2.772588722239781,9.045179131116987,6.338778984546292,8.514790306799927,332.46666666666664
275,12684,8,2.0794415416798357,7.733959364615189,5.7906720188276894,7.593877844605118,283.57142857142856
276,12685,28,1.9459101490553132,7.960002460651312,6.169987230644788,7.329093736246592,253.83333333333334
277,12686,372,0.6931471805599453,4.501364017262502,4.501364017262502,4.68213122712422,107.0
278,12688,114,0.6931471805599453,8.491836408313453,8.491836408313453,8.015987811027237,3028.0
279,12689,26,1.0986122886681098,7.1297862115656185,6.437439601054275,6.444131256700441,314.0
280,12690,206,0.6931471805599453,5.966172379820607,5.966172379820607,4.672828834461906,106.0
281,12691,28,1.9459101490553132,6.94389432559801,5.156945796083036,5.978885764901122,65.66666666666667
282,12693,127,1.6094379124341003,6.753332895580138,5.370533371488557,5.545177444479562,63.75
283,12694,70,1.0986122886681098,6.769263030204804,6.077263731355434,6.234410725718371,254.5
284,12695,7,1.6094379124341003,6.368358698228111,4.987196062362493,5.3981627015177525,55.0
285,12697,29,1.3862943611198906,6.865463454791294,5.768935390348112,6.2324480165505225,169.33333333333334
286,12700,8,1.6094379124341003,8.505320994961897,7.1196336153618685,7.995643604287271,741.75
287,12701,80,1.0986122886681098,6.682997926190526,5.991101981388974,6.520621127558696,339.0
288,12702,20,0.6931471805599453,5.393627546352362,5.393627546352362,3.9889840465642745,53.0
289,12703,71,0.6931471805599453,5.650908985049133,5.650908985049133,5.10594547390058,164.0
290,12704,7,2.1972245773362196,7.758692224146705,5.6822353265681045,6.914730892718563,125.75
291,12705,15,2.302585092994046,8.834816031986259,6.638755380645183,8.293549515060345,444.1111111111111
292,12707,292,0.6931471805599453,6.404269320519532,6.404269320519532,5.54907608489522,256.0
293,12708,30,2.3978952727983707,7.906145678459555,5.606871347352368,7.176254532017144,130.7
294,12709,15,2.772588722239781,9.180656121866383,6.474047062727239,8.272059622210412,260.8
295,12710,97,1.3862943611198906,7.047534612510416,5.950659913548136,6.747586526829315,283.6666666666667
296,12712,29,2.6390573296152584,8.388707334356674,5.826483312605746,6.968850378341948,81.6923076923077
297,12713,1,0.6931471805599453,6.744706797531768,6.744706797531768,6.2324480165505225,508.0
298,12714,9,1.791759469228055,8.45741346257719,6.848824471851336,8.029432840581244,613.8
299,12715,106,0.6931471805599453,5.841687621789754,5.841687621789754,5.262690188904886,192.0
300,12716,4,1.0986122886681098,6.960812516706486,6.268613212500698,6.5638555265321274,354.0
301,12717,151,1.0986122886681098,6.939234566008755,6.247055927288044,6.2285110035911835,253.0
302,12718,71,0.6931471805599453,5.477509030333064,5.477509030333064,5.318119993844216,203.0
303,12719,5,1.0986122886681098,6.47072210140631,5.7791218312020165,5.926926025970411,187.0
304,12720,3,3.258096538021482,8.662631168498327,5.447897043814147,8.449556542700426,186.88
305,12721,32,1.9459101490553132,7.885001871924596,6.095122363996648,7.580699752224563,326.5
306,12722,85,1.6094379124341003,6.906384339674138,5.523089590854067,6.340359303727752,141.5
307,12723,4,1.791759469228055,6.587646428909591,4.9837025075221035,6.075346031088684,86.8
308,12724,5,1.6094379124341003,6.9396511539657,5.55625840140442,6.100318952020064,111.25
